,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
1028,follow,excerpt,wild,jack,london,buck,read,newspap,know,troubl,brew,tide,water,strong,muscl,warm,long,hair,puget,sound,diego,grope,arctic,dark,yellow,metal,steamship,transport,compani,boom,thousand,rush,northland,want,dog,dog,want,heavi,dog,strong,muscl,toil,furri,coat,protect,frost,buck,live,hous,kiss,santa,clara,valley,judg,miller,place,call,accord,passag,yellow,metal,judg,miller,place,puget,sound,northland,diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,follow,excerpt,witch,salem,john,musick,autumn,even,cool,dark,gusti,storm,cloud,gather,thick,overhead,grind,beneath,cover,rustl,leav,blight,earli,frost,helpless,dead,roadsid,sport,wind,solitari,horseman,slowli,plod,road,mile,villag,salem,truth,near,famous,puritan,villag,hill,interven,tree,top,see,spire,church,rais,melancholi,eye,grind,rider,youth,reach,middl,face,handsom,distort,agoni,occasion,press,hand,pain,maugr,pain,weari,anguish,press,admonish,lengthen,shadow,approach,night,turn,great,brown,eye,road,wind,valley,distant,spire,salem,see,sigh,author,want,feel,horseman,reliev,distress,ambival,apprehens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,begin,centuri,ton,convent,diamond,clear,crystallin,mine,diamond,form,deep,earth,crust,intens,heat,pressur,countri,contin,bring,earth,surfac,volcan,explos,type,diamond,defi,rule,diamond,call,carbonado,diamond,black,brazil,borneo,siberia,central,africa,place,convent,diamond,research,conduct,black,diamond,reveal,presenc,hydrogen,structur,indic,form,hydrogen,rich,interstellar,locat,like,form,stellar,supernova,explos,scientist,theoriz,black,diamond,land,earth,billion,year,asteroid,constant,batter,young,planet,follow,statement,suggest,passag,clear,diamond,greater,valu,black,diamond,black,diamond,result,volcan,explos,black,diamond,come,space,clear,diamond,older,black,diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,tree,daili,live,look,somewhat,similar,vertic,trunk,branch,leav,tree,grow,imposs,shape,ladder,arch,doubl,helix,chair,pretzel,basket,human,form,fantast,tree,cours,shape,result,year,patient,care,attent,skill,tree,garden,call,arborsculptur,amaz,live,form,requir,skill,expertis,graft,bend,train,young,branch,year,tree,continu,grow,bark,eventu,conceal,graft,scar,give,smooth,organ,appear,viewer,amaz,appear,natur,imposs,tree,grow,intric,design,sculptur,gate,author,like,want,feel,arborsculptur,damag,tree,worth,effort,strang,tradit,make,tree,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,bake,pie,bird,handi,tool,typic,ceram,look,like,hungri,bird,head,tilt,beak,wide,open,bird,call,vent,avail,shape,bird,usual,place,center,crust,crust,fruit,fill,pile,bird,stick,hole,center,crust,allow,steam,vent,bird,mouth,bake,vent,juic,fruit,bake,insid,bubbl,side,oven,floor,creat,sticki,bake,mess,vent,steam,bird,prevent,crust,get,soggi,base,passag,author,main,point,bird,handi,kitchen,tool,shape,bird,vent,steam,fill,bird,mouth,improv,bake,prevent,fill,overflow,soggi,crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,peopl,place,statu,garden,centuri,common,recogn,garden,statu,today,gnome,smallish,beard,fellow,wear,pointi,blue,shirt,gnome,see,pipe,mouth,fish,nap,type,dwarf,like,figur,popular,europ,renaiss,wasn,earli,germani,gartenzwerg,garden,dwarf,take,color,shape,garden,today,accord,folklor,dwarv,special,purpos,protect,evil,sorceri,threaten,garden,night,peopl,believ,protect,garden,gnome,today,place,modern,garden,connect,garden,centuri,demand,gnome,avail,garden,center,accord,passag,follow,true,garden,gnome,today,popular,germani,unit,state,indic,superstiti,garden,increas,popular,believ,bring,good,luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,american,writer,edgar,allan,rememb,tale,terror,macabr,write,varieti,genr,credit,invent,detect,fiction,half,centuri,arthur,conan,doyl,write,tale,sherlock,holm,creat,great,detect,august,dupin,literari,scholar,note,numer,parallel,dupin,doyl,holm,sidekick,tell,stori,sidekick,amaz,dismay,time,detect,friend,solv,case,addit,detect,stori,write,satir,stori,see,earli,contribut,scienc,fiction,main,point,passag,write,varieti,genr,earli,scienc,fiction,writer,creat,charact,august,dupin,influenc,arthur,conan,doyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,plant,live,sonoran,desert,southwestern,arizona,state,saguaro,cactus,reach,feet,high,grow,saguaro,extrem,slow,start,take,near,decad,babi,saguaro,grow,inch,half,tall,plant,year,begin,produc,flower,saguaro,distinct,branch,begin,develop,year,take,centuri,saguaro,reach,year,final,consid,matur,live,year,specimen,think,year,accord,passag,follow,statement,saguaro,cactus,correct,rare,live,centuri,consid,matur,begin,bloom,begin,bloom,soon,decad,life,grow,branch,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,follow,excerpt,garden,anna,warner,slow,season,develop,process,invis,growth,littl,plant,work,garden,watch,work,wait,make,wait,easier,grass,lawn,edg,bare,spot,resod,break,sprinkl,grass,seed,clover,light,dress,fine,barnyard,manur,rubbish,stick,stone,drift,winter,storm,rake,long,wild,onion,presumptu,head,get,start,grass,sorrel,appear,dust,wood,ash,glad,hide,mere,leaf,notic,flower,patch,spoil,lawn,effect,pretti,author,like,write,passag,order,help,advic,entertain,stori,factual,event,lectur,danger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,follow,excerpt,kilmeni,orchard,luci,maud,montgomeri,young,april,wind,fresh,sweet,blow,field,memori,instead,dingi,street,purr,tree,top,whip,loos,tendril,network,cover,main,build,wind,sing,thing,sing,listen,listen,heart,colleg,student,cap,diplomad,charli,grave,presid,queenslea,presenc,admir,throng,parent,sister,sweetheart,friend,sing,perchanc,glad,hope,shin,success,high,achiev,sing,dream,youth,fulfil,worth,dream,follow,term,best,character,mood,passag,giddi,hope,omin,suspens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,follow,excerpt,katrinka,helen,eggleston,haskel,katrinka,open,eye,blink,sleepili,draw,shawl,shoulder,look,peter,stiff,black,hair,tousl,lip,part,tini,teeth,sleep,katrinka,shiver,tuck,blanket,close,shoulder,unusu,cold,russia,oven,peter,spend,night,bare,warm,katrinka,lean,forward,eye,small,window,tini,pan,glass,fine,sandi,snow,fall,light,room,gray,cheerless,hous,wrap,silenc,katrinka,felt,sudden,lone,afraid,mamusia,call,soft,answer,call,wait,silent,katrinka,thought,usual,awaken,mother,pat,kitchen,get,black,bread,readi,breakfast,author,like,want,feel,katrinka,situat,optimist,anxious,excit,angri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,follow,excerpt,jungl,book,rudyard,kipl,jackal,tabaqui,dish,licker,wolv,india,despis,tabaqui,run,make,mischief,tell,tale,eat,rag,piec,leather,villag,rubbish,heap,afraid,tabaqui,jungl,forget,afraid,run,forest,bite,tiger,hide,littl,tabaqui,go,mad,disgrac,thing,overtak,wild,creatur,hydrophobia,dewane,mad,author,like,write,passag,tabaqui,order,inspir,piti,portray,brave,reject,mad,real,explain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,rare,problem,eat,healthi,food,mealtim,snack,time,differ,stori,thing,sound,good,candi,late,afternoon,lunch,hour,dinner,hour,away,past,year,solut,afternoon,snack,pack,lunch,pack,afternoon,snack,pack,snack,twice,singl,week,exampl,week,eat,multigrain,chip,top,cheddar,pear,sour,cream,coupl,slice,turkey,brown,rice,top,salsa,fruit,kebob,drizzl,dark,chocol,wheat,pita,top,hummus,hungri,drink,routin,help,stay,away,unhealthi,snack,afternoon,main,idea,passag,author,recip,healthi,snack,healthi,snack,good,substitut,lunch,dinner,snack,plan,author,longer,urg,candi,bar,author,creativ,prepar,snack,easier,healthier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,research,invent,sew,machin,conclud,singl,person,credit,invent,peopl,contribut,credit,german,inventor,name,charl,weisenth,creat,sew,machin,needl,british,inventor,thoma,saint,patent,workabl,sew,machin,peopl,hesit,credit,peopl,claim,patent,issu,work,prototyp,machin,build,follow,creat,build,patent,differ,type,sew,machin,part,wonder,credit,weisenth,invent,believ,import,sew,machin,needl,author,like,write,passag,order,offer,evid,invent,sew,machin,discredit,idea,thoma,saint,invent,sew,machin,argu,weisenth,deserv,credit,invent,sew,machin,summar,histori,inventor,contribut,modern,sew,machin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,coffe,shop,fail,make,good,cappuccino,learn,best,import,make,cappuccino,get,milk,right,insert,steam,wand,small,metal,pitcher,cold,milk,pitcher,televis,coffe,shop,instead,care,watch,milk,foam,lower,pitcher,milk,rise,invest,thermomet,know,milk,reach,correct,temperatur,degre,espresso,allow,milk,settl,second,swirl,milk,foam,spoon,simpli,swirl,pitcher,milk,foam,combin,know,readi,milk,surfac,shini,final,pour,perfect,milk,espresso,enjoy,delici,perfect,cappuccino,accord,passag,author,recommend,immedi,milk,surfac,shini,insert,steam,wand,pitcher,lower,pitcher,milk,rise,swirl,milk,foam,espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,peopl,scar,cockroach,hornet,pray,mantis,reserv,uneasi,differ,insect,insect,relat,grasshopp,katydid,long,antenna,larg,rear,leg,activ,night,forc,home,common,outdoor,cricket,insect,startl,chirp,male,chirp,rub,wing,nois,keep,awak,night,invad,dream,final,fall,asleep,peopl,ignor,sound,accustom,realiz,hear,chirp,hand,nois,base,passag,author,attitud,cricket,best,describ,angri,amus,irrit,frighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,bring,housepl,live,space,benefit,simpli,add,greeneri,plant,purifi,breath,increas,humid,room,boost,concentr,product,housepl,improv,health,research,studi,suggest,patient,recov,surgeri,hospit,room,plant,flower,lower,blood,pressur,pain,anxieti,fatigu,patient,room,plant,flower,studi,suggest,benefit,bring,plant,workplac,work,plant,decreas,fatigu,headach,cold,like,symptom,plant,reduc,stress,absenc,work,advantag,add,housepl,environ,difficult,imagin,wouldn,passag,author,purpos,like,critic,peopl,have,housepl,encourag,peopl,bring,housepl,live,space,establish,advantag,disadvantag,own,housepl,recommend,hospit,start,put,flower,plant,patient,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,follow,excerpt,ladi,decor,franc,littl,dear,mate,write,berth,curtain,draw,seasick,popular,ladi,teach,knit,short,hair,missionari,read,aloud,girl,south,dakota,keep,feet,cover,dear,littl,germani,assist,captain,bath,tank,rig,ladi,cold,plung,morn,make,think,day,cottag,cape,royal,time,summer,weren,young,foolish,good,time,long,follow,term,best,character,mood,passag,desol,nostalg,apathet,apprehens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,discov,snowflak,fossil,microscop,slide,super,glue,snow,winter,take,slide,cover,slip,outsid,allow,cold,place,piec,cardboard,grind,collect,flake,magnifi,glass,look,collect,flake,identifi,interest,shape,care,pick,flake,small,paintbrush,place,slide,cold,super,glue,drip,drop,flake,flake,melt,right,away,accident,damag,brush,remain,intact,bring,slide,insid,home,store,freezer,week,take,microscop,impress,success,preserv,snowflak,crystal,snowflak,look,choos,follow,statement,snowflak,fossil,suggest,passag,creat,snowflak,fossil,effortless,process,preserv,snowflak,requir,microscop,snowflak,fossil,delic,handl,care,snowflak,preserv,enjoy,winter,year,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,follow,excerpt,java,fact,fanci,augusta,rememb,rich,soil,enerv,climat,altern,drought,inund,fever,breath,monsoon,mode,life,comfort,luxuri,monoton,extrem,tax,utmost,mental,physic,energi,think,white,dusti,town,yellow,muddi,river,hill,vale,marshi,lowland,overgrow,sprout,rice,admir,irrig,work,polit,administr,appar,wise,equit,conduc,prosper,nativ,popul,loss,reconcil,hard,solid,fact,java,airi,fancier,legend,dream,white,splendor,zodiac,light,illumin,thought,beauti,island,author,like,write,passag,discourag,visit,island,contrast,posit,negat,aspect,island,argu,advantag,island,outweigh,disadvantag,recount,incid,island,strike,dread,monsoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,follow,excerpt,ladi,decor,franc,littl,night,come,aboard,eighti,cabin,passeng,ladi,deck,rough,stay,long,blue,devil,swarm,want,fight,close,quarter,stateroom,night,follow,terror,storm,rag,dream,ship,rock,groan,water,dash,porthol,play,shoe,trunk,room,like,hunt,hole,overhead,shout,captain,hear,answer,shout,sailor,women,hurri,panic,stricken,passag,passag,author,describ,storm,larg,term,effect,sound,time,color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,follow,excerpt,princess,alin,richard,hard,davi,carlton,sit,club,sens,superior,fellow,world,come,know,trunk,pack,state,room,engag,leav,york,long,friend,away,know,go,prefer,know,wish,complet,holiday,europ,idl,tourist,artist,improv,plenti,time,money,sure,friend,citi,acquaint,pleas,rout,author,passag,describ,carlton,larg,term,action,attitud,appear,acquaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,year,hike,italian,alp,stop,rest,look,spectacular,view,hand,dri,sloe,berri,littl,meat,chunk,bread,slip,glacial,crevass,remain,centuri,freez,perfect,preserv,glacial,melt,bodi,begin,expos,austrian,hiker,otzi,iceman,call,subject,intens,scientif,studi,sturdi,short,fellow,pound,probabl,otzi,spend,life,herd,sheep,goat,preserv,remain,provid,detail,exampl,cloth,tool,behavior,diet,human,live,late,neolith,accord,passag,follow,true,otzi,iceman,cloth,warm,weather,final,meal,includ,berri,meat,die,clumsi,austrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,daniel,boon,fame,american,frontiersman,bear,pennsylvania,love,outdoor,excel,hunter,young,provid,famili,food,famili,move,north,carolina,year,later,boon,fight,french,indian,lucki,escap,life,return,home,north,carolina,marri,support,famili,trap,hunt,boon,memor,help,creat,wilder,road,conting,axmen,blaze,trail,west,cumberland,virginia,kentucki,tennesse,meet,later,settl,famili,kentucki,make,final,missouri,die,daniel,boon,rememb,remark,achiev,help,nation,expand,westward,base,passag,daniel,boon,rememb,hunt,skill,soldier,forg,path,west,discov,cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,endur,popular,charact,american,folklor,paul,bunyan,mythic,hero,lumber,camp,tale,describ,giant,bunyan,overcom,imposs,obstacl,eas,larger,life,feat,includ,creat,grand,canyon,drag,dirt,lake,minnesota,form,bunyan,enorm,babe,walk,state,report,collect,publish,tale,bunyan,assur,charact,place,american,mytholog,year,later,lumber,compani,featur,paul,bunyan,advertis,campaign,enshrin,place,american,cultur,landscap,unlik,charact,american,folklor,european,counterpart,bunyan,tall,tale,bunyan,exploit,continu,captur,imagin,follow,conclus,suggest,passag,american,like,hear,paul,bunyan,uniqu,american,myth,like,bunyan,european,love,bunyan,myth,american,myth,creat,explain,notabl,geolog,format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,amelia,earhart,acclaim,american,aviat,tradit,pathway,aviat,like,male,contemporari,bear,kansa,amelia,graduat,high,school,begin,attend,finish,school,pennsylvania,visit,sister,canada,decid,stay,volunt,nurs,militari,hospit,toronto,earhart,visit,local,field,begin,love,affair,fli,return,state,briefli,enrol,program,stint,social,worker,english,tutor,fashion,design,distinct,woman,atlant,ocean,albeit,passeng,year,transatlant,flight,earn,pilot,licens,begin,set,record,pilot,aircraft,accomplish,field,aviat,earhart,legendari,follow,statement,amelia,earhart,suggest,passag,best,pilot,time,focus,success,field,great,success,aviat,experi,difficulti,delay,earn,pilot,licens,aviat,interest,earhart,pursu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,american,bison,buffalo,near,drive,extinct,hunt,decreas,nativ,habitat,prior,centuri,western,expans,bison,great,number,believ,imposs,reduc,popul,delay,train,occasion,aggress,travel,bison,acquir,negat,reput,settler,travers,newli,open,oregon,trail,kill,anim,great,number,unawar,centuri,bison,go,action,addit,overgraz,domest,livestock,take,toll,strip,plain,bison,natur,food,sourc,displac,herd,late,thousand,bison,remain,wild,conserv,effort,follow,bison,popul,rebound,result,effort,pure,wild,bison,bison,cattl,follow,statement,suggest,passag,reduct,bison,habitat,destruct,hunt,hybrid,bison,exist,today,hardier,origin,bison,bison,negat,reput,probabl,add,hunt,train,delay,greater,effect,bison,declin,oregon,trail,open,,,,,,,,,,,,,,,,,,,,,,,,
1055,follow,excerpt,legend,sleepi,hollow,washington,irv,cognomen,crane,inapplic,person,tall,exceed,lank,narrow,shoulder,long,arm,leg,hand,dangl,mile,sleev,feet,serv,shovel,frame,loos,hang,head,small,flat,huge,ear,larg,green,glassi,eye,long,snipe,nose,look,like,weather,cock,perch,spindl,neck,tell,wind,blow,stride,profil,hill,windi,cloth,bag,flutter,mistak,genius,famin,descend,earth,scarecrow,elop,cornfield,author,describ,crane,larg,term,appear,communiti,person,reput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,hard,imagin,sit,meal,see,fork,american,haven,briton,visit,america,earli,astonish,host,eat,blade,knive,fork,tin,varieti,cook,univers,embrac,western,shore,atlant,fork,popular,europ,hand,knive,common,mean,get,food,mouth,wasn,fifteenth,centuri,italian,nobil,begin,fork,year,fork,wide,europ,england,fork,wasn,tin,fork,commonplac,american,din,tabl,current,tin,model,fashion,follow,best,summar,main,point,passag,fork,italian,nobil,fork,compar,recent,utensil,american,tabl,fork,knive,hand,food,mouth,american,tin,fork,tin,common,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,follow,excerpt,histori,jone,foundl,henri,field,kind,blifil,gentleman,misfortun,lose,advantag,great,talent,obstinaci,father,breed,profess,dislik,obedi,obstinaci,doctor,youth,oblig,studi,physic,studi,realiti,book,kind,one,unacquaint,unfortun,doctor,master,scienc,bread,consequ,doctor,bread,follow,phrase,suggest,blifil,success,bread,breed,profess,dislik,master,scienc,lose,advantag,great,talent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,follow,excerpt,like,emili,nevill,father,talk,educ,reason,father,talk,mayb,lawyer,get,habit,small,littl,gray,cur,hair,mayb,think,roar,hairi,tough,quiet,upset,get,asthma,apart,live,right,middl,york,citi,heavi,drape,rug,fri,food,doctor,figur,dust,smoke,asthma,wors,think,dust,think,roar,follow,statement,suggest,passag,odd,father,mother,like,allerg,dust,father,loud,mother,quiet,prefer,cat,dog,regardless,father,opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,follow,excerpt,stori,bolt,door,edith,wharton,granic,resum,pace,time,reach,room,opposit,door,catch,reflect,florentin,mirror,fine,walnut,credenc,pick,dijon,spare,quick,move,care,brush,dress,furrow,gray,templ,stoop,correct,spasmod,straighten,shoulder,glass,confront,tire,middl,age,baffl,beat,wear,sum,fourth,time,door,open,turn,thrill,relief,greet,guest,servant,enter,advanc,silent,mossi,surfac,turkey,follow,statement,granic,suggest,passag,wait,slow,lack,self,control,conceit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,follow,excerpt,mysteri,girl,carolyn,well,england,small,railroad,station,alik,crowd,alight,train,alik,peopl,wait,platform,arriv,travel,alik,come,corinth,night,passeng,like,fellow,passeng,belat,train,train,york,corinth,owe,extrem,cold,weather,untoward,freez,occas,delay,long,train,draw,station,short,seven,clock,follow,literari,techniqu,author,main,passag,repetit,alliter,exagger,personif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
